,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_pNN50,R_amp_mean,R_amp_std,QRS_mean,QRS_std,signal_energy,maximum,minimum,median,standardDeviation,variance,kurtosis,skewness,numberOfZeroCrossing,positiveToNegativeSampleRatio,meanAbsoluteValue,approximateEntropy,sampleEntropy,permutationEntropy,singularValueDecompositionEntropy,fuzzyEntropy,distributionEntropy,renyiEntropy,lempelZivComplexity,hjorthMobility,hjorthComplexity,fisherInfo,petrosianFd,katzFd,higuchiFd,detrendedFluctuation,entropyProfiled_total_sampleEntropy,entropyProfiled_average_sampleEntropy,entropyProfiled_maximum_sampleEntropy,entropyProfiled_median_sampleEntropy,entropyProfiled_standardDeviation_sampleEntropy,entropyProfiled_variance_sampleEntropy,entropyProfiled_kurtosis_sampleEntropy,entropyProfiled_skewness_sampleEntropy,fd_maximum,fd_minimum,fd_mean,fd_median,fd_standardDeviation,fd_variance,fd_kurtosis,fd_skewness,spectralEntropy,fd_bandPower
renyiEntropy,0.36278549234396545,0.17371012278541514,0.15239374242291517,-0.023898642872889536,-0.08721636283303119,0.02632618550022624,-0.04062197748572089,0.10556081941145036,-0.5408359577798941,-0.2698852612971,0.4321509804383619,-0.17091877839435066,-0.8773295010878446,-0.7866327650738574,0.4401411343543288,-0.027150575737548602,-0.025454081876538904,-0.08423930045078387,-0.8020145834131203,0.12037699446600014,0.07783476607456656,0.12375499705568772,0.24540835897696348,0.05130316053333285,-0.3153407581518922,1.0,-0.39478791289798143,0.2740872590907932,-0.29489908185934954,0.2609888193787049,0.13124948162636127,-0.05017990558988059,0.31043799048275555,-0.1468146920062309,-0.6252988413393268,-0.1993622786544251,-0.27554053033996107,-0.19262303868569014,-0.11067585155189844,-0.05446522082764047,-0.09839699876700174,-0.056385614557385076,-0.43288254910340024,-0.11009679220565799,-0.48114938097550725,-0.29497397546816756,-0.8770102910120339,-0.8189514627080023,-0.12041222095556071,-0.1299262266312064,0.31263846645665533,0.05573689656875535
lempelZivComplexity,-0.19012646145260548,0.020018299979665696,0.03825366534953193,0.18748104058264237,0.22017055731817117,0.09903913273836448,-0.08593681097958362,0.07383620194269941,0.24672424645065483,0.45976417970004435,-0.36671321507885923,0.04317592759980057,0.47940117953636724,0.45923414223259346,0.06987471486329451,0.22085649836833599,0.151050507678228,-0.04872704769000868,0.313650598853489,-0.04889643968115753,-0.0880108344838521,-0.14929287391356252,0.011837343552509845,-0.08519134825603143,-0.10017358723705913,-0.39478791289798143,1.0,0.010303822802523867,0.027680432482340346,0.011523934575984046,-0.10199533973903292,-0.08930984495871688,-0.13596075514207973,-0.04055945458609615,0.2558481157701235,-0.09218665270878028,0.05994727653423068,0.03509776583739891,-0.029748833071030188,-0.10971282462553329,0.11858742124646396,0.08337778004253535,0.02938937932411356,0.05085766701382938,0.5433362598404428,0.317648242588727,0.42932301668090994,0.4319799506499599,-0.17023064130925447,-0.19228312767535685,0.0669124251074914,-0.054756088569944704
hjorthMobility,0.015294270970044507,-0.021669424246495313,-0.02486836347904305,0.05309682139739823,0.2674251889490862,-0.0033760656250955115,-0.33702269434075305,-0.11899303635722423,-0.3830761959963778,-0.0695064969284811,0.061795409679736533,-0.10494301241503545,-0.3045388352118859,-0.25214459254245614,0.24345659012666668,0.05204998390319879,0.34894346942683097,0.1161657282543233,-0.37976642578343994,0.14059138183323053,0.07416041387812555,0.22807239468242865,0.9537528797872807,0.07371385360037096,-0.1645559409049962,0.2740872590907932,0.010303822802523867,1.0,-0.598290685188152,0.9740526154755226,0.30532652681631534,0.2675840268411704,0.6890701744616534,-0.6523842881824261,-0.1040879289091859,0.03691367679716357,0.04095332961015551,0.20990564167507786,0.11660241409682089,0.11719183582517545,-0.14359751280829072,-0.1184144940761601,-0.3593045436945838,0.03396476946134035,0.07501316734995749,0.23031135839630434,-0.36460114517757686,-0.33856605381742766,-0.2773376845137807,-0.3033115528201436,0.7394605939519299,0.02793759340160897
hjorthComplexity,0.06486619235383342,0.15616987680928854,0.1282448027576108,-0.0207143523373948,-0.35148994539960915,-0.0904009919020224,0.10841488647106406,0.1532173013622123,0.34790404645805667,0.07493347791824834,-0.22301816874130714,0.16013368258800667,0.3452033527172249,0.31989584349149197,-0.3246260130287511,0.027968253252314418,-0.011434948231202747,-0.07285776505040395,0.5316238410198774,0.23345443990556106,0.22956355396594474,0.23845857379328525,-0.5047471549068742,0.2567624504345886,0.1965087829272088,-0.29489908185934954,0.027680432482340346,-0.598290685188152,1.0,-0.6345122935879429,0.048472669896130006,-0.04154742218534098,-0.1503842071174814,0.7590448748116343,0.43848090484123975,0.2355399263666225,0.3554346639955255,-0.210076388418881,0.2408523149427167,0.26789518323011263,0.07713785216714819,0.04710486069567851,0.4169687642029977,0.16709167120114227,0.05996505698993784,0.22755480115462853,0.35403837355135725,0.3379859580336895,0.3598767909069224,0.3772285157504371,-0.6378855856655526,-0.12699137750717612
fisherInfo,-0.03966451205221195,-0.04647960598476557,-0.051350330724118994,0.05740453422534012,0.30392771922481193,0.006926517154776795,-0.3061434352424855,-0.11010269033627573,-0.3726063479680068,-0.05799550412128054,0.06884797284691012,-0.07307288542961017,-0.30104457101007176,-0.2473703735979076,0.2384401440601418,0.042518006733865105,0.36406415881789894,0.15032922031225363,-0.3996908499722281,0.15228929568186067,0.095664523825383,0.18174577672437583,0.9575677243467395,0.09047852843473381,-0.1641070610417259,0.2609888193787049,0.011523934575984046,0.9740526154755226,-0.6345122935879429,1.0,0.2712591272000282,0.26413596718350824,0.6594491960950907,-0.673347653154534,-0.09641313880464832,0.029050857002820726,0.03646650807634397,0.20507310799126222,0.11685462651749232,0.11385140340454027,-0.1612197781363946,-0.13904526595047814,-0.38680971587252155,0.021523492500967856,0.1061882976760505,0.22862278466983724,-0.36326563421208213,-0.33701366932099147,-0.3094829966247435,-0.3372365981746551,0.7601610901058701,0.06285294035408101
petrosianFd,0.24602469553436782,0.006485505462436178,-0.01853186996667572,-0.01813105845727272,-0.026898321166044015,-0.1081739396955212,-0.026792520595625563,-0.020670892981990326,-0.07974469070634149,-0.12582778598083832,0.03300494383890162,0.11497386883440533,-0.0842202997991945,-0.06250273405671128,0.041888315136206576,0.18539432925501084,0.2720280477153588,0.18074599827284943,-0.01826127661718896,0.027816296375870367,0.012066825393055286,0.7140086790654694,0.3225942070912605,-0.0003562380557455578,0.016041217981613235,0.13124948162636127,-0.10199533973903292,0.30532652681631534,0.048472669896130006,0.2712591272000282,1.0,0.21395313588352985,0.4330393245012183,-0.1218799123308599,0.12120839771152217,0.19737334450877533,0.21200895427312155,0.12129049819050391,0.22857771213448858,0.24092962536989637,-0.025063025079339395,0.00583486762341847,-0.02045154385615604,0.12523252064491538,0.036540509855667445,0.26290056193351813,-0.1178365706227951,-0.11762629198690577,0.03725893628600007,0.018072165753519175,0.20509872421416217,-0.037524253344878605
katzFd,-0.2597625419232073,-0.27237128704386204,-0.2690496792003135,-0.00015758176109419782,0.09169735985898596,-0.2218812848583955,-0.18682412841234197,-0.18594470667751278,-0.15740709978831913,-0.4279833179655497,0.15647404283352667,0.08211734246834197,0.07811278348592694,0.11491411812262171,-0.4146082142015451,-0.04387942899397089,0.21929983130748903,0.09509239870002163,0.1950217278293702,0.17338300166147302,0.2328642840094326,0.19571438347021167,0.2879740006389807,0.2597150703350172,0.6301431476814111,-0.05017990558988059,-0.08930984495871688,0.2675840268411704,-0.04154742218534098,0.26413596718350824,0.21395313588352985,1.0,0.24569445653935415,-0.2455236405163767,0.3063137081775287,0.6495885526660543,0.24195409398414905,0.43336178683955967,0.4499432780509547,0.41165931695076263,-0.4487214829094668,-0.4837922250160219,0.16813962073333485,0.005796766261043278,-0.02352562027317548,0.10224770784465242,0.09415300888267848,0.10743978166456537,0.17971611587705583,0.17928467616955118,-0.018775608493190564,-0.009549676709211228
higuchiFd,0.13588412566563693,0.07919198883212726,0.06064375416558944,0.10670511598028752,0.039589396126748916,-0.07618747756198277,-0.3969126554475543,-0.05034093998182759,-0.35697353455957404,-0.12271540234686017,-0.003865864768806201,0.0577110509233665,-0.37869485619518867,-0.3240288055200793,0.09929792294680112,-0.03132966582108455,0.39742966713699157,0.13467783160580848,-0.24763124337152073,0.38360597562269155,0.30041820357937477,0.51617959979247,0.7389237921942533,0.3058384517340611,-0.1283491845393266,0.31043799048275555,-0.13596075514207973,0.6890701744616534,-0.1503842071174814,0.6594491960950907,0.4330393245012183,0.24569445653935415,1.0,-0.18247935813851748,0.09794484936535755,0.19089325112102873,0.38757272082229055,-0.022976454303565548,0.39981252616919455,0.4067065810445485,-0.008083691546905011,0.044061431682481646,-0.1861014787380112,0.12709968022317442,-0.007015541686408643,0.3276103436502589,-0.42583136154074086,-0.4180634381297763,-0.057967082823372214,-0.09872741856578943,0.4720242111950312,0.08567621885129562
detrendedFluctuation,0.10294634660790607,0.23735602716210788,0.2391743332823728,0.0474602266863534,-0.3829822293872196,0.042511189735541605,0.09178325414280261,0.16678914725385516,0.2609297571160459,0.1637877784901743,-0.2257265220147224,0.07903003631310881,0.1326380722801373,0.11050200545703151,-0.23233982477312115,-0.07641414185655723,-0.139509497220237,-0.17434197080216718,0.3066299314440943,0.28126496080031627,0.27018312692550145,0.02487776255847878,-0.5805191878436873,0.268497395226105,0.006511673125569395,-0.1468146920062309,-0.04055945458609615,-0.6523842881824261,0.7590448748116343,-0.673347653154534,-0.1218799123308599,-0.2455236405163767,-0.18247935813851748,1.0,0.2685660977423282,0.03442735665421972,0.2910246236758607,-0.4519422141857129,0.1561720647483759,0.1797814447487667,0.20575478414407528,0.20539000137681043,0.2825890378895741,0.08406656393938593,0.008035912124222142,0.09209209740533592,0.14183405416257283,0.11593230184302641,0.2623354584521994,0.2845276704096089,-0.5262150467364767,-0.0447795436027064
entropyProfiled_total_sampleEntropy,-0.3980336914078827,-0.10836506413027731,-0.11089112386033972,0.1290309257565986,0.0956257563446019,-0.07526142417490995,-0.15497962244558783,-0.004681627323017688,0.3113964934523358,0.13086692417170204,-0.4789760664025369,0.2595424536925426,0.623052702227215,0.6052916988233256,-0.5398026833212901,-0.11568018403489752,0.27150878422268965,0.054533308038898644,0.7751959829749568,0.4953887142604496,0.5423591913523643,0.10645933295275398,0.0013195068405722733,0.5699796799436855,0.40446483492285895,-0.6252988413393268,0.2558481157701235,-0.1040879289091859,0.43848090484123975,-0.09641313880464832,0.12120839771152217,0.3063137081775287,0.09794484936535755,0.2685660977423282,1.0,0.5871568319071874,0.7111435513957978,-0.0013694366674606804,0.6661261637153354,0.5818881392872843,-0.14210229890001203,-0.1558366149233449,0.365783411330422,0.25175940294922194,0.5085341924521415,0.5650627938936902,0.5783967319592953,0.5525533307896501,0.14389258318521037,0.13949736056332968,-0.24347163931299706,-0.003910835877214684
entropyProfiled_average_sampleEntropy,-0.3060022922428196,-0.21866660185474449,-0.23259944424017867,-0.021428414230950113,0.04186316267237852,-0.30306192053503467,-0.15562259976870613,-0.09442726001775859,-0.05886414163140082,-0.4667619309342302,0.1015851870292905,0.19487128140765234,0.17356067277897164,0.22305146687933464,-0.59508985071497,-0.12188275152381396,0.22736769110614408,0.04363621779418782,0.4126152207086892,0.36431329612488883,0.4684727808610936,0.20004729367950075,0.0790043518535823,0.5028160163811949,0.7743283662626214,-0.1993622786544251,-0.09218665270878028,0.03691367679716357,0.2355399263666225,0.029050857002820726,0.19737334450877533,0.6495885526660543,0.19089325112102873,0.03442735665421972,0.5871568319071874,1.0,0.47675833414143787,0.3644059204522112,0.746308453846361,0.6824942869193863,-0.47853709408591294,-0.5042107870998687,0.30919323068290583,0.13830149636448946,0.02915570343679006,0.18825611610010923,0.20440524194108556,0.2054120758389434,0.2878388810926988,0.29004241315369333,-0.23935835879334014,-0.040175910272917524
entropyProfiled_maximum_sampleEntropy,-0.18850488360510625,-0.018417877617427622,-0.017630252372653196,0.22258893096553053,-0.06787907659560939,-0.10267214018419263,-0.24878747669097775,0.12446101474187098,0.05822397885522743,0.05185066838350108,-0.3432281355945367,0.25691096781006045,0.20911154453124497,0.2093247754891883,-0.4010885007567183,-0.19379111225220805,0.17127902142327991,0.17828159879825464,0.4095164005363348,0.5738970357353488,0.5707871838818851,0.26214019155720586,0.1505693167595057,0.5754031674473641,0.20957313368061165,-0.27554053033996107,0.05994727653423068,0.04095332961015551,0.3554346639955255,0.03646650807634397,0.21200895427312155,0.24195409398414905,0.38757272082229055,0.2910246236758607,0.7111435513957978,0.47675833414143787,1.0,-0.17458479650136446,0.8273092877973557,0.7498794593117044,0.176782619693232,0.17934895087756253,0.17113952274920013,0.23116744849307905,0.31614491298302144,0.5178489783972507,0.1710783931076635,0.13168825902246833,0.07901415290128887,0.060052836004005315,-0.048749585294115036,0.03525442592869423
entropyProfiled_median_sampleEntropy,-0.16681045431503824,-0.35211082126596543,-0.3579179749734169,-0.19222481565938296,0.1776664141600311,-0.25000874791127436,-0.03338301937841437,-0.2983783253852786,-0.02124378331608449,-0.4533056392837058,0.33683976832126955,0.056435677980779905,0.195668430274127,0.2127910243682035,-0.10154795912735957,0.13714978289075608,0.11480511393303001,0.11571825063788156,0.1458905447824339,-0.3939739317654105,-0.3192783774401408,0.08155050513810673,0.14810037454789515,-0.2854720783533552,0.5389990889376933,-0.19262303868569014,0.03509776583739891,0.20990564167507786,-0.210076388418881,0.20507310799126222,0.12129049819050391,0.43336178683955967,-0.022976454303565548,-0.4519422141857129,-0.0013694366674606804,0.3644059204522112,-0.17458479650136446,1.0,-0.008734665296717835,-0.027225733434849183,-0.3476957990882741,-0.3803159255079484,0.18831581143420825,-0.039366617909591735,-0.09973961176547017,-0.17104890934746425,0.2674703195954063,0.271868394163699,0.13989314336902908,0.14546090150043703,-0.009785512202764989,-0.05377634307082969
entropyProfiled_standardDeviation_sampleEntropy,-0.2679187128561418,-0.08026610707050358,-0.07992635584920815,0.1950657524240558,0.036771190496295396,-0.1827226461233639,-0.2893423098129456,0.11807726259427313,-0.1284728422577911,-0.21410684729827617,-0.1076688641197095,0.21310730865058247,0.0477547420670071,0.09068811331788545,-0.5072095768518627,-0.2245642351872933,0.24045736207284737,0.10162591905409075,0.3039536062810851,0.6492017490031546,0.7025616781889412,0.2325033676022368,0.20825641867043537,0.721194329764195,0.435609201543207,-0.11067585155189844,-0.029748833071030188,0.11660241409682089,0.2408523149427167,0.11685462651749232,0.22857771213448858,0.4499432780509547,0.39981252616919455,0.1561720647483759,0.6661261637153354,0.746308453846361,0.8273092877973557,-0.008734665296717835,1.0,0.8806982063014483,-0.2306205839155893,-0.2155732262725637,0.12357191348358555,0.17559982094093735,0.20005300606219667,0.39562993882866315,0.03152993162168714,0.013809818226793256,0.10420910012344249,0.08901297081500655,-0.0485101782429143,-0.02422074759066487
entropyProfiled_variance_sampleEntropy,-0.22429522640156052,-0.04414208655174085,-0.04891959994914216,0.1804117208589701,-0.010510468546376757,-0.17542277856013003,-0.28260885844170525,0.09178302526516044,-0.13967163238477512,-0.22755165039984315,-0.057470540223461195,0.17844778900399802,-0.008868362420409162,0.0368848116434359,-0.4587920961810285,-0.22611462590629916,0.21354284660709902,0.11271057795411923,0.23658703458333613,0.6253450104498021,0.6599140462989699,0.25975017342934825,0.2088882154479767,0.6716383144099414,0.39449941741940614,-0.05446522082764047,-0.10971282462553329,0.11719183582517545,0.26789518323011263,0.11385140340454027,0.24092962536989637,0.41165931695076263,0.4067065810445485,0.1797814447487667,0.5818881392872843,0.6824942869193863,0.7498794593117044,-0.027225733434849183,0.8806982063014483,1.0,-0.2082227523340254,-0.20114478092784216,0.10521744834865465,0.14419798119858326,0.1335965759566026,0.34106632138365817,-0.021424844183515986,-0.036241812180340796,0.12096951209236491,0.10697088068225163,-0.04952464045395364,-0.021899521315724486
entropyProfiled_kurtosis_sampleEntropy,0.25881677761599686,0.12113216211143692,0.12244559754521835,0.002858181432561905,-0.1747859433552982,0.05015911540515364,0.13206254600252573,0.06786340295120176,0.2448689429430104,0.3935546898769216,-0.35309127812409213,0.10907153065675235,0.0847408790089123,0.02465521737806103,0.24669773618865964,-0.08673479675426593,-0.23107952836686893,0.21588613530685444,0.04038105463766202,-0.23710912879403015,-0.31775550250959866,-0.003288767701604364,-0.14345627403053943,-0.3352556591292507,-0.4707634099994929,-0.09839699876700174,0.11858742124646396,-0.14359751280829072,0.07713785216714819,-0.1612197781363946,-0.025063025079339395,-0.4487214829094668,-0.008083691546905011,0.20575478414407528,-0.14210229890001203,-0.47853709408591294,0.176782619693232,-0.3476957990882741,-0.2306205839155893,-0.2082227523340254,1.0,0.9736832855151707,0.06764083105063726,0.018894731973181693,-0.0017440130434304615,0.011837885125985683,0.07759517899287413,0.04266827807676818,0.015599021655884454,0.005410896543306962,-0.018100344496321058,-0.0011643378143637178
entropyProfiled_skewness_sampleEntropy,0.3137865901019213,0.15354599075388972,0.1592181729629292,0.019560263373807542,-0.1740991304644961,0.07613049422593882,0.11596656435951376,0.09572830585833242,0.19895391531268292,0.3805680412875566,-0.3520917791680809,0.09911827486388076,0.020164237424279922,-0.031178629689398447,0.2806272008795432,-0.10319786739711752,-0.22191417459931387,0.19412858718474374,-0.007639696037594166,-0.22738571057179413,-0.30923792081980456,0.03066467787254552,-0.1258452552156441,-0.33259535687262987,-0.5206111804090341,-0.056385614557385076,0.08337778004253535,-0.1184144940761601,0.04710486069567851,-0.13904526595047814,0.00583486762341847,-0.4837922250160219,0.044061431682481646,0.20539000137681043,-0.1558366149233449,-0.5042107870998687,0.17934895087756253,-0.3803159255079484,-0.2155732262725637,-0.20114478092784216,0.9736832855151707,1.0,0.018440848964014087,0.023066952745610807,0.0015037944558541597,0.024473201528036656,0.006903824682070819,-0.03131456550092349,-0.02195071473953784,-0.03684122082304183,0.03429775558709454,0.02621057250193711
fd_maximum,-0.1485634181878609,-0.22209436327064164,-0.212108224559711,-0.18710908845423796,-0.10073535214595626,-0.29290335159251507,0.09324824160330554,-0.21651762918063508,0.2814000868083963,-0.09469371508600387,-0.14880177310912418,0.24484583373792354,0.47178694586306785,0.43420339412418607,-0.40789015066004053,-0.12488885140425726,-0.018828615496583677,-0.002669002609447179,0.6053432084769118,-0.12327517773963552,-0.00777390717099816,-0.01086390473378018,-0.3578164023805496,0.02773748876053324,0.4132278575211238,-0.43288254910340024,0.02938937932411356,-0.3593045436945838,0.4169687642029977,-0.38680971587252155,-0.02045154385615604,0.16813962073333485,-0.1861014787380112,0.2825890378895741,0.365783411330422,0.30919323068290583,0.17113952274920013,0.18831581143420825,0.12357191348358555,0.10521744834865465,0.06764083105063726,0.018440848964014087,1.0,0.049994418145252115,-0.23842297681480112,-0.14890166693607376,0.5825804841466021,0.5744670312825518,0.8444102880437145,0.8420504222044561,-0.6555105077320933,-0.012248542099789489
fd_minimum,-0.024111299480789092,0.08289063161904767,0.06558765702664791,0.07009807505428009,-0.019456141674203595,0.0059415880046060415,-0.06941121882857335,0.03427472405914947,0.0663304869969186,0.0908919465625559,-0.18242953267363862,0.039249652309128344,0.1319941572154525,0.1419973369828711,-0.08331288927726158,0.01928722005275838,0.08341970710926452,0.007920689316713648,0.17349516399359075,0.1579354575794783,0.12976353542904892,0.16362986736574475,0.07825072706847418,0.11875375041625566,0.05015890008920042,-0.11009679220565799,0.05085766701382938,0.03396476946134035,0.16709167120114227,0.021523492500967856,0.12523252064491538,0.005796766261043278,0.12709968022317442,0.08406656393938593,0.25175940294922194,0.13830149636448946,0.23116744849307905,-0.039366617909591735,0.17559982094093735,0.14419798119858326,0.018894731973181693,0.023066952745610807,0.049994418145252115,1.0,0.1920596185258238,0.31640518138993645,0.09975036520134,0.09670848087765994,-0.0080218638992232,-0.00754034092536204,0.0015612416595873848,0.07624449869710108
fd_mean,-0.21937646932323887,0.1374777469769548,0.13383956715607276,0.31514693377075625,0.19921425259732883,0.2804559296195242,-0.1598261639963023,0.18355189363459648,0.2826563636552656,0.4370515663763319,-0.4905461030984983,0.06563833703714653,0.4909965960747453,0.45270102996641504,-0.026062045196354154,0.1709509183549476,0.2075434479316162,0.024141263687280392,0.3539955390689382,0.23282905714310026,0.1527439104122809,0.02565738032496145,0.14787393988222675,0.13919671840366002,-0.06467831887528146,-0.48114938097550725,0.5433362598404428,0.07501316734995749,0.05996505698993784,0.1061882976760505,0.036540509855667445,-0.02352562027317548,-0.007015541686408643,0.008035912124222142,0.5085341924521415,0.02915570343679006,0.31614491298302144,-0.09973961176547017,0.20005300606219667,0.1335965759566026,-0.0017440130434304615,0.0015037944558541597,-0.23842297681480112,0.1920596185258238,1.0,0.7785330294268454,0.336948470168985,0.3084021617367454,-0.4938707905307574,-0.5514307175018429,0.31903265388796637,0.021936432348815944
fd_median,-0.07219216431866164,0.24471108603213307,0.23132875912894632,0.2679579286363049,0.03507880479886691,0.16081219790117313,-0.23348098354356683,0.1537275127216525,0.16149384695147004,0.33220310121052093,-0.490726161899999,0.08937927048368818,0.29090421438465974,0.2709266694135443,-0.10086131156489235,0.039982005642982814,0.26102842858735154,0.0820073123448637,0.2982740438061978,0.44971198053370776,0.33787471624500315,0.34454804783887694,0.3393819097283497,0.3263573881729121,-0.048670986521174006,-0.29497397546816756,0.317648242588727,0.23031135839630434,0.22755480115462853,0.22862278466983724,0.26290056193351813,0.10224770784465242,0.3276103436502589,0.09209209740533592,0.5650627938936902,0.18825611610010923,0.5178489783972507,-0.17104890934746425,0.39562993882866315,0.34106632138365817,0.011837885125985683,0.024473201528036656,-0.14890166693607376,0.31640518138993645,0.7785330294268454,1.0,0.14099205452493094,0.1187760952531709,-0.28594640370629415,-0.3284417856207991,0.3068216407675631,0.09692843389330899
fd_standardDeviation,-0.34888449676624894,-0.2555126679329381,-0.24550611591719984,-0.04800603384477932,0.05061717112549343,-0.09125606385129453,0.10515665347192042,-0.1764441286469239,0.5924222785461091,0.22375982626648777,-0.41891385403925674,0.1809647917833742,0.9588156719572928,0.8909802311390784,-0.367183160642577,0.07721836689308094,0.05843687981297457,0.0530657944164249,0.8685881217880065,-0.2145283824394872,-0.15296579848240385,-0.1754838581725038,-0.35644335476423455,-0.12126231798400136,0.3706116630233018,-0.8770102910120339,0.42932301668090994,-0.36460114517757686,0.35403837355135725,-0.36326563421208213,-0.1178365706227951,0.09415300888267848,-0.42583136154074086,0.14183405416257283,0.5783967319592953,0.20440524194108556,0.1710783931076635,0.2674703195954063,0.03152993162168714,-0.021424844183515986,0.07759517899287413,0.006903824682070819,0.5825804841466021,0.09975036520134,0.336948470168985,0.14099205452493094,1.0,0.9799823368165685,0.2717209301515064,0.2888405877816845,-0.45996372402833713,-0.09480431770855428
fd_variance,-0.3483546723562973,-0.26270929452321584,-0.2547349649987871,-0.06921015719737036,0.046468359498102865,-0.11944816098748832,0.09432351930793097,-0.18032219199934638,0.5800753597496868,0.20408246462552637,-0.4040532037167455,0.18021563217220407,0.9391486650079637,0.8989779446604256,-0.35307095356290025,0.10359648066275746,0.08924027037769434,0.034279559629470054,0.8421472985789594,-0.21165261809985336,-0.14671819045932913,-0.17067422081941622,-0.3315480214320288,-0.11191674883551192,0.36343775035557785,-0.8189514627080023,0.4319799506499599,-0.33856605381742766,0.3379859580336895,-0.33701366932099147,-0.11762629198690577,0.10743978166456537,-0.4180634381297763,0.11593230184302641,0.5525533307896501,0.2054120758389434,0.13168825902246833,0.271868394163699,0.013809818226793256,-0.036241812180340796,0.04266827807676818,-0.03131456550092349,0.5744670312825518,0.09670848087765994,0.3084021617367454,0.1187760952531709,0.9799823368165685,1.0,0.2711983200795264,0.2886025931671246,-0.44159232781984536,-0.08190431199057438
fd_kurtosis,-0.04395300685287393,-0.1637929157048163,-0.17101746831129838,-0.2404594108189894,-0.15790624820840068,-0.3351299122154075,0.11088992819179534,-0.22983590180579738,0.08760300048693696,-0.21552689180776607,0.07237149224947013,0.14759871565577465,0.154157785233008,0.1361765199975894,-0.33781725564479553,-0.13838328159927532,-0.04674151494300463,-0.023644908811179356,0.33247000063433163,-0.0813571998732747,0.022777127844381642,0.08195755225073986,-0.2786241257903866,0.061781661615734604,0.3576890800647835,-0.12041222095556071,-0.17023064130925447,-0.2773376845137807,0.3598767909069224,-0.3094829966247435,0.03725893628600007,0.17971611587705583,-0.057967082823372214,0.2623354584521994,0.14389258318521037,0.2878388810926988,0.07901415290128887,0.13989314336902908,0.10420910012344249,0.12096951209236491,0.015599021655884454,-0.02195071473953784,0.8444102880437145,-0.0080218638992232,-0.4938707905307574,-0.28594640370629415,0.2717209301515064,0.2711983200795264,1.0,0.9690200537921393,-0.6083911941886663,-0.02101473188044972
fd_skewness,-0.029261724613630705,-0.1712183120399177,-0.17201191425173853,-0.25934910575701037,-0.17242474311108696,-0.32300629254427055,0.1388164644938519,-0.23924759945554994,0.0900628085462353,-0.21723373925643918,0.08954520305983261,0.12534184432470377,0.1590503211334972,0.1438991662650985,-0.35945758722100607,-0.14579706498900352,-0.08692612241694889,-0.05117142138579807,0.3376464485769165,-0.08048696241940384,0.033359614308848456,0.04896599693841953,-0.31010156858867466,0.06952979416191911,0.370040757932901,-0.1299262266312064,-0.19228312767535685,-0.3033115528201436,0.3772285157504371,-0.3372365981746551,0.018072165753519175,0.17928467616955118,-0.09872741856578943,0.2845276704096089,0.13949736056332968,0.29004241315369333,0.060052836004005315,0.14546090150043703,0.08901297081500655,0.10697088068225163,0.005410896543306962,-0.03684122082304183,0.8420504222044561,-0.00754034092536204,-0.5514307175018429,-0.3284417856207991,0.2888405877816845,0.2886025931671246,0.9690200537921393,1.0,-0.6610804945683648,-0.038666411097893316
spectralEntropy,0.21122283908207298,0.12635389230179925,0.12042464755762194,0.1504896703219091,0.19062813398476275,0.22649634736708701,-0.1808680185208555,-0.008178470054336251,-0.31919936530251924,0.06815223693992188,-0.0026418972180546688,-0.209916391182021,-0.33605370035874255,-0.30004945574545,0.42897685936786784,0.11909335184349211,0.24675038987600562,0.048626083056129796,-0.5160058883517794,0.08927597070470725,-0.02510863797906281,0.1508821715795823,0.7207990699367902,-0.07340601133535812,-0.39450346253727,0.31263846645665533,0.0669124251074914,0.7394605939519299,-0.6378855856655526,0.7601610901058701,0.20509872421416217,-0.018775608493190564,0.4720242111950312,-0.5262150467364767,-0.24347163931299706,-0.23935835879334014,-0.048749585294115036,-0.009785512202764989,-0.0485101782429143,-0.04952464045395364,-0.018100344496321058,0.03429775558709454,-0.6555105077320933,0.0015612416595873848,0.31903265388796637,0.3068216407675631,-0.45996372402833713,-0.44159232781984536,-0.6083911941886663,-0.6610804945683648,1.0,0.07275585783512213
fd_bandPower,-0.09473104963686065,-0.1393498806239337,-0.12657226539833055,0.04097855099573948,0.0015695043550260923,-0.06196562534920533,-0.050774454884325214,-0.03417526460258981,-0.0861411674540908,-0.014319008054769107,0.07675909575631122,0.08591424469680531,-0.09103950453501729,-0.07457696377079942,-0.11330964916051389,-0.023583128669199045,0.045354988215879334,0.005630290778618134,-0.10595961198450533,-0.04303698838142985,-0.03138744606349449,0.03784989608050098,0.08140384071420202,-0.0444937184134802,0.0037239478340126892,0.05573689656875535,-0.054756088569944704,0.02793759340160897,-0.12699137750717612,0.06285294035408101,-0.037524253344878605,-0.009549676709211228,0.08567621885129562,-0.0447795436027064,-0.003910835877214684,-0.040175910272917524,0.03525442592869423,-0.05377634307082969,-0.02422074759066487,-0.021899521315724486,-0.0011643378143637178,0.02621057250193711,-0.012248542099789489,0.07624449869710108,0.021936432348815944,0.09692843389330899,-0.09480431770855428,-0.08190431199057438,-0.02101473188044972,-0.038666411097893316,0.07275585783512213,1.0
